FLIGHT_COUNT,SUM_YR_1,LAST_TO_END
32,7359.0,71
24,10524.0,23
36,17541.0,23
30,14850.0,19
30,20428.0,61
38,18616.0,6
41,20931.0,15
42,20894.0,80
25,23758.0,66
4,13068.0,212
32,13942.0,34
35,12696.0,9
47,25616.0,16
44,12744.0,77
30,19870.0,137
27,21570.0,58
18,17355.0,144
16,21265.0,81
22,15417.0,91
38,15823.0,5
4,3520.0,74
17,13717.0,50
47,3019.0,10
56,18141.0,70
26,22598.0,39
45,16791.0,16
37,10173.0,28
48,1844.0,73
8,5100.0,63
31,2450.0,1
19,7400.0,13
14,26443.0,44
30,6361.0,31
46,13275.0,8
27,17277.0,45
16,38694.0,30
36,10996.0,6
38,1152.0,21
81,31563.0,4
30,22278.0,17
17,20633.0,77
36,24360.0,86
24,14611.0,42
33,11704.0,7
38,12184.0,17
29,19754.0,71
43,28985.0,88
38,56703.0,264
37,18205.0,81
32,12069.0,14
30,18693.0,22
48,16910.0,3
36,16862.0,6
46,8742.0,9
41,29946.0,35
17,21140.0,13
45,13948.0,7
36,6736.0,44
4,6400.0,199
45,10558.0,9
37,23826.0,72
16,8381.0,109
18,23395.0,139
40,12242.0,62
34,16319.0,8
26,4950.0,67
46,14918.0,21
19,9921.0,12
25,13725.0,13
26,10751.0,8
22,20441.0,32
23,10479.0,39
34,19228.0,22
36,4847.0,2
34,23977.0,83
47,13533.0,19
28,17564.0,14
31,21220.0,20
36,1254.0,4
44,4489.0,5
84,39350.0,16
34,20462.0,18
3,12600.0,298
3,12600.0,210
3,6300.0,23
3,18900.0,667
4,0.0,42
3,18900.0,617
21,6680.0,174
26,19950.0,71
36,12611.0,8
39,710.0,2
40,15171.0,7
48,9556.0,14
22,12684.0,5
51,23588.0,5
38,9341.0,25
32,12617.0,14
24,12265.0,95
24,22331.0,1
45,25152.0,32
39,4060.0,31
46,8292.0,8
20,10110.0,39
30,10623.0,110
31,18698.0,28
24,0.0,13
43,2371.0,18
34,20324.0,12
35,11560.0,6
47,18794.0,4
39,1280.0,9
9,6150.0,111
21,7842.0,31
28,6672.0,60
38,17798.0,38
18,31859.0,1
34,13079.0,64
51,24126.0,5
36,18576.0,9
27,18897.0,62
30,0.0,4
49,9479.0,38
66,24296.0,9
27,18698.0,32
20,8790.0,80
29,12123.0,39
42,18644.0,75
9,66634.0,395
68,25927.0,1
36,24614.0,33
26,21455.0,88
28,19051.0,5
29,6080.0,30
30,14315.0,9
33,15555.0,30
28,13417.0,244
53,24459.0,26
32,8604.0,12
54,17697.0,4
22,13365.0,2
65,23440.0,26
35,23866.0,25
35,21746.0,10
21,9840.0,6
38,17415.0,16
35,17936.0,9
36,5610.0,27
36,13657.0,18
14,31493.0,165
18,13856.0,24
28,17745.0,1
33,13098.0,28
31,13080.0,7
39,9947.0,2
25,8670.0,31
37,9152.0,20
39,12310.0,20
35,25409.0,2
38,11270.0,56
15,6150.0,9
45,21501.0,12
15,17236.0,146
49,8752.0,1
26,20446.0,119
31,10624.0,8
14,25221.0,45
47,22734.0,9
36,8797.0,31
67,27272.0,5
42,14063.0,1
48,9699.0,11
16,11550.0,116
42,11148.0,19
84,16754.0,3
12,11420.0,98
29,28291.0,163
13,13194.0,139
19,39214.0,191
29,20320.0,94
45,9193.0,1
24,18195.0,20
30,12333.0,37
38,15599.0,15
25,17627.0,49
29,9307.0,3
36,13163.0,28
31,14310.0,95
66,18948.0,4
35,13267.0,8
22,7357.0,65
39,18622.0,1
40,11100.0,39
36,13932.0,49
41,17200.0,53
19,11510.0,161
31,15294.0,37
39,13362.0,2
44,11619.0,4
51,17116.0,1
41,24755.0,18
26,17750.0,25
23,10215.0,12
20,9893.0,126
52,20926.0,1
17,19875.0,158
40,19523.0,14
39,11504.0,30
29,12087.0,23
29,20615.0,114
24,16624.0,5
15,23100.0,130
29,12114.0,74
28,11305.0,31
37,29434.0,24
26,16451.0,56
28,8387.0,12
48,3122.0,1
40,19953.0,77
42,19518.0,41
34,16892.0,98
74,26136.0,23
19,29689.0,116
84,18983.0,7
51,16626.0,10
42,23741.0,13
28,22800.0,37
26,17084.0,5
30,9223.0,39
41,9295.0,25
58,13116.0,2
49,20032.0,12
23,14713.0,68
37,6464.0,22
27,19292.0,22
28,8940.0,33
39,16108.0,3
24,13027.0,6
28,15005.0,11
31,14952.0,102
23,54476.0,61
18,19973.0,4
64,16210.0,1
35,22548.0,62
33,12429.0,25
32,8848.0,14
39,4758.0,230
57,20499.0,1
34,14619.0,2
41,14760.0,12
23,20460.0,37
38,10969.0,10
27,6910.0,21
46,30790.0,76
37,28287.0,265
36,21674.0,4
45,19454.0,12
20,17717.0,51
18,8751.0,57
45,0.0,5
16,18915.0,24
29,8283.0,40
34,18345.0,36
23,8202.0,17
28,23552.0,187
38,17651.0,8
32,12602.0,2
52,21372.0,8
38,12514.0,6
34,7921.0,11
35,19644.0,27
32,4559.0,45
73,18500.0,17
37,2358.0,68
29,800.0,11
38,14061.0,9
49,13790.0,7
29,19473.0,42
40,22315.0,7
19,12720.0,18
31,17984.0,26
21,28782.0,318
23,4759.0,9
48,7885.0,1
17,10807.0,90
38,4003.0,4
46,22485.0,9
73,17893.0,1
33,41200.0,29
5,9550.0,270
25,8070.0,10
54,10990.0,8
21,20146.0,95
23,16056.0,24
55,13749.0,3
9,14352.0,51
28,10270.0,6
24,15049.0,5
45,19704.0,2
40,17799.0,36
29,10362.0,17
17,4283.0,35
32,9345.0,50
42,9224.0,38
47,2995.0,1
21,15614.0,50
40,11368.0,20
37,4866.0,9
19,16875.0,78
98,28880.0,15
47,19492.0,24
36,22921.0,6
32,8510.0,5
9,864.0,68
18,11733.0,66
41,13021.0,11
7,5750.0,34
41,15561.0,46
50,17498.0,3
24,9584.0,16
29,7625.0,5
4,6400.0,182
27,14885.0,69
46,2800.0,12
32,16660.0,80
52,13258.0,12
30,15455.0,25
42,13189.0,12
28,13197.0,35
20,603.0,13
49,12769.0,13
28,13810.0,50
35,14333.0,6
25,7996.0,19
40,8480.0,3
38,4048.0,62
40,17388.0,44
50,22690.0,20
23,6815.0,14
33,8146.0,10
34,3039.0,56
61,26823.0,33
19,19590.0,195
32,14639.0,1
33,8013.0,11
48,6300.0,32
19,6236.0,11
36,20032.0,21
48,20028.0,37
34,14781.0,7
29,16355.0,5
18,21713.0,241
34,15336.0,4
30,13729.0,6
38,20538.0,113
50,11800.0,36
28,17547.0,79
40,25235.0,12
49,5026.0,3
23,14080.0,4
32,20429.0,57
28,15441.0,32
38,10426.0,17
46,7123.0,1
34,12993.0,10
23,9000.0,90
31,24463.0,15
37,22307.0,73
32,19108.0,107
33,15610.0,9
51,23071.0,43
35,23905.0,20
34,12805.0,12
8,10650.0,20
20,13395.0,38
52,22293.0,10
35,9898.0,7
35,14741.0,50
35,20104.0,124
43,20886.0,32
21,15685.0,6
49,15194.0,33
44,10990.0,33
21,5545.0,60
31,13812.0,12
60,11538.0,31
41,4307.0,7
18,5131.0,18
45,7675.0,16
40,5956.0,18
38,11001.0,4
33,18938.0,22
46,14969.0,1
26,18626.0,11
22,24595.0,158
37,11197.0,9
20,15797.0,50
7,3956.0,82
51,15769.0,5
30,16915.0,30
25,8694.0,9
28,14326.0,25
21,9025.0,140
37,20104.0,58
29,18380.0,27
29,23002.0,1
16,9870.0,48
45,18121.0,37
50,20737.0,29
42,18575.0,1
26,2850.0,4
35,10548.0,2
30,7317.0,16
29,16922.0,93
44,11199.0,19
17,1477.0,16
33,1928.0,33
51,17107.0,30
59,10283.0,2
31,20279.0,210
7,8664.0,134
58,16489.0,4
44,13804.0,3
17,16800.0,5
23,25112.0,334
22,19078.0,66
41,8523.0,33
25,15819.0,132
36,8204.0,2
31,7863.0,73
43,15412.0,7
36,16858.0,3
48,11772.0,11
23,11228.0,16
46,18690.0,12
10,7018.0,91
46,5127.0,24
39,19359.0,20
4,6150.0,216
41,8187.0,3
27,20865.0,65
32,1584.0,9
27,19286.0,233
25,5484.0,17
5,12770.0,378
26,16038.0,9
24,0.0,13
6,13400.0,89
33,19848.0,3
28,10465.0,33
25,7849.0,61
11,10480.0,89
24,18191.0,11
45,14346.0,6
6,12800.0,47
33,10295.0,10
54,21972.0,15
33,20003.0,144
62,88515.0,23
17,16585.0,29
40,10898.0,8
42,21918.0,5
44,4606.0,1
21,3589.0,38
28,3852.0,38
41,4410.0,2
40,10364.0,15
30,15120.0,11
39,27047.0,191
34,23193.0,6
31,11626.0,8
18,16290.0,28
22,8885.0,14
41,19126.0,26
47,17063.0,8
33,12655.0,10
29,14668.0,2
38,17698.0,41
36,14380.0,4
46,16520.0,42
52,9239.0,1
14,29677.0,46
26,16675.0,3
30,11987.0,26
43,12508.0,4
56,32680.0,65
22,15291.0,35
52,17725.0,4
34,14098.0,5
50,11048.0,4
35,24085.0,171
40,17325.0,16
51,11953.0,17
42,10816.0,6
22,22236.0,13
32,14558.0,17
43,17463.0,16
33,17286.0,86
36,9074.0,4
22,11390.0,22
6,13150.0,46
44,17554.0,31
24,8314.0,4
38,12856.0,66
31,17048.0,42
22,8330.0,35
35,14506.0,33
27,7451.0,22
35,9879.0,5
57,9973.0,24
30,7980.0,37
17,6457.0,10
40,15015.0,25
37,1518.0,2
34,14536.0,42
29,17117.0,67
22,17096.0,10
27,14205.0,32
42,15085.0,85
37,12038.0,10
67,26275.0,82
20,0.0,1
47,26735.0,15
35,11152.0,33
46,11328.0,11
30,14226.0,69
34,3100.0,24
15,8322.0,4
8,6589.0,249
6,13070.0,455
30,15011.0,76
39,6913.0,11
47,11428.0,6
26,10615.0,27
31,20235.0,41
16,13650.0,39
13,11975.0,39
29,27527.0,178
39,14088.0,29
26,22016.0,73
35,8885.0,93
38,17865.0,80
34,20316.0,15
20,11705.0,93
35,13775.0,37
44,17617.0,1
36,17872.0,22
20,21266.0,82
15,16605.0,69
60,27454.0,46
48,21356.0,2
17,6240.0,5
33,16300.0,87
49,15077.0,25
59,12404.0,36
24,10280.0,58
33,16524.0,33
6,14640.0,304
69,15308.0,13
45,18265.0,5
32,13164.0,65
56,18785.0,8
13,2988.0,85
29,23779.0,70
38,17424.0,123
32,15875.0,67
30,18744.0,5
4,12820.0,531
28,12961.0,91
59,15779.0,13
12,17261.0,20
58,24012.0,32
22,23395.0,5
40,13345.0,15
26,5381.0,20
51,23960.0,4
34,17211.0,20
42,14424.0,24
28,15597.0,34
7,13266.0,267
40,15978.0,10
45,12252.0,28
22,17375.0,33
16,10815.0,14
29,17960.0,2
35,12836.0,12
29,8706.0,9
29,13672.0,79
39,21510.0,29
29,35526.0,4
6,5800.0,43
40,16963.0,18
39,13773.0,9
40,10358.0,19
39,10091.0,14
36,19584.0,112
79,17105.0,12
19,14150.0,10
36,19715.0,96
29,12928.0,12
30,20547.0,66
18,2410.0,7
25,2074.0,3
26,27914.0,171
32,7431.0,21
37,18023.0,3
50,12363.0,15
25,15390.0,115
24,15648.0,16
38,10210.0,20
30,16602.0,42
37,17060.0,28
38,8514.0,15
22,19422.0,21
43,13686.0,18
17,9939.0,54
38,15630.0,30
26,9982.0,19
36,18680.0,9
31,16699.0,51
28,12037.0,12
23,19597.0,4
51,14943.0,31
30,12143.0,78
35,8109.0,44
29,20450.0,38
35,11126.0,18
47,22703.0,13
29,11702.0,8
41,0.0,10
29,5760.0,8
41,16572.0,8
7,24580.0,360
30,2180.0,31
30,8672.0,2
37,15261.0,2
37,11089.0,25
20,4725.0,25
21,3769.0,29
34,17712.0,3
28,15215.0,61
20,4008.0,17
36,13169.0,86
22,8383.0,123
8,16548.0,143
25,6619.0,6
30,22910.0,146
27,13746.0,16
28,0.0,17
27,10580.0,18
40,23332.0,7
50,17592.0,28
31,18678.0,14
47,3940.0,1
42,14195.0,8
24,8700.0,6
42,11593.0,20
35,11552.0,33
49,19632.0,30
40,16911.0,28
29,16420.0,5
37,4760.0,40
34,6924.0,13
33,17414.0,5
32,4505.0,1
36,11320.0,14
35,15677.0,8
26,10022.0,2
35,11687.0,28
49,18191.0,42
33,11480.0,5
16,12837.0,11
30,12001.0,17
28,1354.0,27
31,23156.0,321
33,3253.0,8
34,2104.0,11
24,25691.0,73
46,22953.0,29
20,29564.0,284
6,10350.0,82
32,0.0,12
33,3898.0,6
29,15778.0,62
5,24400.0,476
19,31979.0,9
25,16719.0,12
44,16736.0,34
30,22300.0,39
36,14177.0,27
22,20135.0,12
24,14845.0,14
6,7020.0,88
28,17029.0,32
19,1270.0,11
32,15068.0,63
29,5868.0,59
28,26234.0,185
36,12089.0,15
32,47597.0,17
27,14973.0,1
53,20597.0,103
41,3800.0,20
14,18138.0,11
26,14454.0,20
32,10465.0,28
33,18949.0,5
31,17261.0,50
40,5581.0,2
23,11535.0,33
30,9092.0,33
34,18092.0,6
29,11717.0,5
36,5543.0,20
21,10700.0,26
41,17393.0,16
28,9927.0,37
16,19765.0,109
31,5600.0,4
40,14400.0,6
63,14617.0,16
42,7416.0,22
43,9160.0,61
16,13286.0,103
32,6528.0,4
29,9118.0,110
29,12196.0,72
14,19875.0,2
43,13910.0,12
25,14375.0,5
32,16084.0,5
54,23151.0,43
23,13371.0,4
42,16115.0,28
27,3200.0,17
31,18186.0,20
53,24247.0,143
63,19763.0,12
39,13483.0,62
37,24515.0,146
9,8126.0,83
62,18361.0,12
35,23469.0,273
34,2470.0,10
28,16274.0,21
57,22395.0,19
30,1200.0,37
19,11760.0,35
35,12368.0,9
19,14147.0,57
7,6942.0,189
17,17053.0,244
34,8250.0,9
32,16466.0,16
35,9760.0,10
21,6720.0,25
28,17954.0,2
33,5513.0,26
27,8002.0,23
14,2550.0,8
41,9830.0,10
24,18559.0,158
38,14889.0,8
47,20736.0,1
39,10137.0,14
37,10600.0,24
54,17691.0,7
53,14259.0,6
39,10624.0,38
17,16723.0,154
28,24322.0,60
38,13556.0,17
4,30760.0,157
24,12378.0,10
26,18610.0,8
31,19124.0,24
43,11870.0,8
24,3885.0,40
36,12851.0,41
22,17398.0,3
40,21550.0,22
26,16561.0,109
22,7784.0,87
25,11838.0,7
29,17681.0,129
101,16427.0,2
26,10397.0,46
21,22822.0,279
42,28029.0,4
22,17925.0,16
22,15566.0,70
21,12217.0,11
17,17549.0,60
8,8500.0,37
35,20986.0,56
44,17597.0,1
34,9685.0,19
25,2410.0,13
12,17550.0,13
25,20705.0,39
30,33911.0,285
27,11067.0,4
6,9350.0,246
35,14400.0,40
33,18769.0,97
4,5700.0,294
22,17630.0,23
45,9272.0,3
37,14451.0,25
8,2619.0,12
40,11217.0,8
18,7993.0,35
29,10910.0,45
39,4493.0,9
24,23239.0,135
14,25761.0,278
39,0.0,2
29,12012.0,36
40,11550.0,13
34,0.0,287
32,13707.0,24
43,19327.0,2
30,0.0,17
30,3475.0,86
30,15273.0,29
27,21403.0,102
34,19561.0,38
41,13889.0,5
39,6731.0,10
41,14441.0,14
18,5640.0,31
30,16953.0,1
32,19860.0,39
33,16561.0,45
5,7400.0,125
3,3200.0,233
19,39703.0,10
12,17950.0,143
31,11728.0,4
27,9307.0,5
7,8249.0,119
47,15997.0,32
52,19590.0,12
45,18617.0,14
33,11523.0,39
26,5355.0,7
24,15307.0,2
19,14055.0,39
38,10616.0,9
30,17143.0,86
24,13770.0,3
60,25514.0,62
25,13141.0,1
36,3326.0,69
65,21346.0,3
29,9593.0,13
26,21338.0,165
21,12746.0,72
34,20210.0,20
25,21449.0,177
18,2252.0,38
45,17991.0,14
31,19625.0,21
27,8976.0,25
32,25560.0,13
37,17828.0,14
28,8330.0,4
21,10939.0,22
29,3716.0,6
43,16534.0,14
18,20118.0,210
41,15163.0,19
38,20831.0,117
43,16826.0,8
34,6216.0,12
48,18645.0,35
28,15624.0,1
29,7490.0,35
49,15689.0,15
15,10434.0,74
28,7111.0,7
14,9177.0,4
41,17306.0,11
28,8670.0,31
24,16066.0,25
25,9804.0,36
17,19175.0,57
27,22288.0,129
46,16936.0,9
6,10700.0,58
5,2500.0,28
36,12872.0,20
57,23623.0,11
30,14764.0,134
26,4996.0,21
32,23106.0,269
33,13101.0,22
36,27056.0,117
28,24187.0,104
17,11489.0,163
19,7872.0,31
43,21730.0,10
36,12643.0,8
45,14431.0,24
24,15230.0,7
19,25594.0,24
20,8992.0,14
32,11963.0,10
17,10215.0,82
33,10472.0,25
24,13920.0,8
11,13920.0,17
29,12060.0,144
37,16593.0,5
30,14126.0,100
36,12485.0,47
33,17525.0,36
33,18846.0,3
16,9200.0,38
15,7122.0,76
24,23884.0,205
23,0.0,5
28,16675.0,10
6,0.0,181
46,14658.0,8
28,10475.0,137
21,20250.0,13
32,18150.0,2
30,21853.0,23
45,11175.0,31
57,11608.0,9
25,8164.0,22
60,13058.0,151
24,6495.0,34
22,5907.0,28
6,1950.0,5
29,16134.0,148
15,7330.0,132
38,6301.0,65
14,2145.0,4
40,13447.0,14
49,19770.0,13
46,14023.0,16
41,14829.0,33
45,11216.0,1
25,20930.0,17
44,1507.0,2
9,3260.0,151
33,13342.0,72
36,17666.0,13
38,9840.0,3
39,14725.0,4
37,12728.0,31
37,9565.0,19
30,17037.0,28
32,13018.0,11
35,14893.0,8
37,27269.0,26
41,6384.0,4
17,25603.0,200
16,12840.0,82
31,29796.0,50
48,12829.0,18
16,0.0,44
11,9190.0,32
42,12976.0,13
33,8685.0,27
28,15077.0,16
42,9038.0,9
43,20329.0,23
42,12603.0,49
31,22492.0,70
26,13370.0,32
46,14537.0,23
45,17390.0,38
13,26448.0,7
41,16760.0,23
29,26852.0,185
39,2172.0,8
21,9463.0,43
23,16854.0,76
17,2745.0,27
34,24291.0,41
23,0.0,3
29,11940.0,1
10,24450.0,221
78,16274.0,15
11,2950.0,1
21,19410.0,123
14,12620.0,73
38,8521.0,4
24,8405.0,6
38,14446.0,5
34,25587.0,258
26,13554.0,3
25,22940.0,6
45,16158.0,14
34,23159.0,73
48,11076.0,21
34,16108.0,2
36,15280.0,33
27,14804.0,6
48,12951.0,7
13,10875.0,83
23,18840.0,18
31,7706.0,9
4,9300.0,224
48,11037.0,5
34,19849.0,55
33,10600.0,3
33,16931.0,12
19,8902.0,29
41,13735.0,13
32,10027.0,11
24,8423.0,18
44,11181.0,3
29,11432.0,13
30,13343.0,21
38,19714.0,263
14,11861.0,124
26,20793.0,135
33,11870.0,1
33,12142.0,78
31,10795.0,69
27,7106.0,4
38,11460.0,1
22,11370.0,112
21,9492.0,8
31,18284.0,2
20,27148.0,17
16,4200.0,15
54,12959.0,2
20,3630.0,14
33,6143.0,31
13,11115.0,14
32,7830.0,25
30,0.0,30
25,27485.0,179
46,20541.0,10
40,6718.0,31
26,5732.0,12
37,18356.0,13
4,0.0,93
4,3200.0,119
24,57720.0,337
36,16503.0,8
47,2200.0,1
29,23511.0,24
29,13788.0,29
27,15114.0,4
34,19241.0,8
66,20863.0,10
35,17070.0,10
37,16472.0,12
24,19642.0,5
33,22445.0,71
36,24093.0,25
36,15642.0,17
20,18493.0,25
40,9003.0,18
25,1924.0,99
26,9762.0,83
13,4980.0,22
45,17809.0,13
42,9054.0,13
16,1841.0,112
22,8460.0,12
37,17319.0,12
27,5055.0,116
33,19846.0,1
67,20502.0,20
39,22988.0,57
16,15531.0,101
32,13030.0,2
18,9378.0,125
11,31490.0,4
18,4054.0,5
24,12503.0,32
47,8808.0,2
49,9925.0,5
12,12922.0,54
34,15117.0,8
25,13513.0,1
33,24656.0,152
35,12527.0,23
42,16247.0,26
43,1020.0,15
41,11463.0,13
33,14181.0,133
19,8632.0,81
40,20038.0,157
40,7355.0,10
29,4391.0,3
44,21793.0,23
28,4682.0,13
23,9710.0,50
45,20386.0,6
66,16220.0,9
27,11135.0,6
29,14852.0,5
25,7670.0,44
43,14822.0,1
30,11987.0,42
34,21056.0,66
23,9317.0,266
33,13050.0,44
35,12295.0,1
26,11128.0,1
38,16800.0,6
22,22751.0,6
40,4355.0,2
36,9730.0,8
32,15670.0,44
23,2573.0,29
25,19107.0,11
42,13636.0,25
11,1512.0,98
20,3013.0,19
34,18851.0,74
32,2100.0,74
37,12077.0,12
36,9479.0,15
22,8948.0,12
29,12959.0,4
26,19116.0,84
27,15304.0,81
24,15614.0,79
59,18544.0,10
29,15075.0,14
15,8330.0,4
30,12392.0,9
23,11307.0,85
41,11516.0,4
45,20057.0,33
43,6336.0,2
41,19500.0,86
41,16919.0,1
30,19335.0,28
33,14540.0,14
38,2688.0,4
45,17268.0,7
33,22642.0,77
50,12034.0,28
37,8083.0,4
39,19772.0,84
29,0.0,5
31,19399.0,19
41,15129.0,62
45,10618.0,1
29,11212.0,34
32,13200.0,3
18,28140.0,108
42,18625.0,36
21,5545.0,85
25,20008.0,87
28,8808.0,3
22,1680.0,170
26,11669.0,34
42,11311.0,22
58,15151.0,8
35,32172.0,484
40,7664.0,3
34,1190.0,2
8,6266.0,11
27,14925.0,72
23,14601.0,13
29,14831.0,62
43,1870.0,8
18,6822.0,91
26,6649.0,14
15,15558.0,113
21,20710.0,220
33,14978.0,5
55,18844.0,11
31,17325.0,9
35,17473.0,44
22,13094.0,3
36,12381.0,30
36,9846.0,20
25,19533.0,41
25,14638.0,1
53,15118.0,3
24,6470.0,9
36,16886.0,9
28,27734.0,340
46,10824.0,9
32,11146.0,22
20,23996.0,69
28,25082.0,76
37,19116.0,144
21,20221.0,3
20,19820.0,128
16,19703.0,111
42,4371.0,31
23,13562.0,12
29,5053.0,94
36,8958.0,20
28,15661.0,47
39,12031.0,7
23,11424.0,98
25,13324.0,65
27,18894.0,8
30,6940.0,21
47,17976.0,2
28,2228.0,11
25,12273.0,10
53,28998.0,143
24,18293.0,1
32,16688.0,17
16,14811.0,12
40,8200.0,4
25,19803.0,44
12,35458.0,109
36,21437.0,8
29,1940.0,5
42,21418.0,74
14,15670.0,50
36,20449.0,17
7,2465.0,290
42,4765.0,1
37,17622.0,25
41,8901.0,2
23,8497.0,36
30,11165.0,2
20,15340.0,6
35,7375.0,8
29,11710.0,125
16,21628.0,68
31,11935.0,73
34,3223.0,14
35,19400.0,8
29,13368.0,34
38,14411.0,5
35,7127.0,17
32,20015.0,25
28,1530.0,6
32,13847.0,2
44,18808.0,11
25,21032.0,22
20,11190.0,32
17,8445.0,35
7,15190.0,187
29,40460.0,27
31,10285.0,22
36,15373.0,65
15,19770.0,20
40,12716.0,39
10,0.0,56
28,9381.0,38
41,8726.0,16
39,14756.0,15
33,6503.0,20
43,14719.0,13
25,13913.0,83
39,9332.0,15
24,25095.0,60
35,3500.0,16
45,9838.0,16
38,15654.0,6
40,11696.0,1
30,7235.0,8
37,7049.0,3
26,6495.0,19
15,6892.0,40
23,7552.0,10
41,15426.0,17
35,16404.0,19
28,6278.0,10
42,3162.0,40
25,8230.0,1
41,13109.0,12
31,13285.0,3
38,14590.0,9
37,7126.0,32
33,5680.0,24
63,10681.0,14
28,7571.0,9
24,5316.0,40
36,16717.0,7
31,7688.0,27
26,3322.0,9
22,3978.0,7
21,11239.0,49
31,1677.0,63
14,10770.0,69
32,15482.0,20
52,19025.0,5
28,4512.0,1
29,6428.0,71
6,0.0,206
24,21960.0,17
17,13683.0,3
32,20582.0,97
45,11782.0,6
51,19909.0,1
38,16691.0,24
25,12734.0,3
29,21495.0,18
43,16195.0,86
37,6259.0,1
38,9591.0,3
13,17774.0,4
19,9756.0,50
18,5865.0,49
30,17342.0,109
34,10340.0,34
8,5796.0,100
28,13340.0,32
35,15745.0,3
30,10133.0,40
14,2440.0,48
31,25091.0,56
48,13000.0,30
32,44650.0,151
44,18037.0,3
44,12551.0,12
48,9149.0,7
29,20798.0,96
24,24775.0,331
46,23547.0,12
33,7899.0,1
23,6375.0,39
34,8559.0,63
51,12613.0,14
14,8085.0,128
39,3101.0,4
15,13620.0,12
43,11693.0,4
31,15247.0,45
33,19637.0,6
39,19437.0,93
5,0.0,128
31,18881.0,81
24,27996.0,487
56,20905.0,67
30,11805.0,44
8,4100.0,98
20,13460.0,159
19,12329.0,199
23,8026.0,24
37,20958.0,56
28,10081.0,69
22,14209.0,39
37,14898.0,7
36,17555.0,25
48,22615.0,14
30,26417.0,4
51,15564.0,3
40,15944.0,57
7,4400.0,9
40,23023.0,3
31,7205.0,10
39,15980.0,45
36,13165.0,15
4,0.0,72
38,16238.0,8
47,12905.0,7
32,16378.0,116
9,4002.0,41
26,12324.0,30
35,13735.0,44
14,4478.0,7
38,630.0,28
48,10489.0,9
43,16786.0,26
39,12328.0,9
30,16431.0,70
24,31153.0,196
38,14493.0,4
44,13630.0,24
31,7127.0,13
50,13798.0,2
36,13643.0,38
44,20055.0,38
22,16254.0,40
39,26336.0,69
33,7724.0,5
16,19670.0,367
40,15990.0,2
33,8499.0,12
23,14955.0,21
36,9277.0,7
45,26308.0,124
20,11778.0,71
35,7489.0,3
16,9446.0,10
33,6714.0,1
23,16397.0,170
40,11745.0,19
29,4280.0,11
27,8104.0,6
69,29044.0,14
31,12113.0,1
57,14100.0,12
25,13836.0,119
35,9717.0,10
20,12305.0,11
35,18214.0,77
34,3392.0,45
34,9278.0,6
37,0.0,28
37,7718.0,67
24,20267.0,178
18,8798.0,41
34,18631.0,29
36,14385.0,19
53,18014.0,2
41,15722.0,15
19,21369.0,97
15,13819.0,13
21,6111.0,69
29,10330.0,29
19,22113.0,301
25,16282.0,109
30,16910.0,25
38,24290.0,168
19,14125.0,116
24,21583.0,72
19,9857.0,77
30,26748.0,25
29,6565.0,23
32,1264.0,2
50,11987.0,4
46,15992.0,129
25,4176.0,31
37,10330.0,16
33,16033.0,21
20,18732.0,48
32,5306.0,2
41,23546.0,76
35,15658.0,34
42,18567.0,81
27,11807.0,7
30,10570.0,134
23,9462.0,31
56,17021.0,15
26,6697.0,75
36,14498.0,27
25,15561.0,43
27,10404.0,89
51,11581.0,24
40,10034.0,62
24,26221.0,27
25,13063.0,50
35,7018.0,3
37,25742.0,95
20,16506.0,8
36,9515.0,15
37,14003.0,105
35,13503.0,3
42,19683.0,22
44,16770.0,17
17,29574.0,94
31,16254.0,63
26,14842.0,3
23,15277.0,16
35,11884.0,37
31,15429.0,59
27,14983.0,10
39,17178.0,2
23,10639.0,81
44,15528.0,7
20,7589.0,43
23,7835.0,106
52,9486.0,23
55,11417.0,1
40,19203.0,6
32,16460.0,78
48,6210.0,6
32,13398.0,21
32,6889.0,20
28,11545.0,31
20,14846.0,42
45,12858.0,4
32,16139.0,6
31,19597.0,21
23,4648.0,75
25,14485.0,56
38,13563.0,2
4,6700.0,116
41,23397.0,32
27,9000.0,44
34,6449.0,22
19,19171.0,33
49,13520.0,4
40,19736.0,19
32,16375.0,82
35,16182.0,25
27,5502.0,86
26,13138.0,3
28,9424.0,9
36,16375.0,22
21,19157.0,35
52,15386.0,4
40,14101.0,67
35,8427.0,45
22,8352.0,2
30,12437.0,138
32,13174.0,30
29,9864.0,15
6,9300.0,1
38,21023.0,9
33,12436.0,5
25,0.0,4
42,10809.0,6
12,6975.0,152
26,13891.0,103
24,5326.0,9
19,12715.0,65
14,7805.0,6
32,14872.0,23
25,13000.0,129
6,18030.0,410
33,1250.0,12
40,15985.0,38
20,7807.0,25
33,11311.0,39
27,16791.0,143
29,15830.0,91
37,12380.0,11
23,16052.0,59
33,10266.0,65
37,14591.0,3
25,13885.0,20
17,10200.0,44
16,15698.0,219
41,16658.0,18
29,13605.0,5
37,5296.0,21
21,2704.0,5
11,5250.0,6
40,11966.0,4
38,11603.0,7
30,13613.0,115
45,11131.0,3
24,11315.0,12
26,24755.0,118
24,15019.0,94
28,13098.0,73
26,12022.0,4
26,2865.0,4
28,11853.0,1
43,7611.0,4
4,0.0,79
25,7106.0,18
24,8749.0,78
21,2988.0,2
25,13797.0,12
32,14463.0,83
32,11865.0,69
33,11270.0,2
25,17607.0,15
31,9729.0,3
31,12620.0,104
22,1415.0,5
